"Marital_status","Application_mode","Application_order","Course","Daytime_evening_attendance","Previous_qualification","Previous_qualification_grade","Nacionality","Mother_s_qualification","Father_s_qualification","Mother_s_occupation","Father_s_occupation","Admission_grade","Displaced","Educational_special_needs","Debtor","Tuition_fees_up_to_date","Gender","Scholarship_holder","Age_at_enrollment","International","Curricular_units_1st_sem_credited","Curricular_units_1st_sem_enrolled","Curricular_units_1st_sem_evaluations","Curricular_units_1st_sem_approved","Curricular_units_1st_sem_grade","Curricular_units_1st_sem_without_evaluations","Curricular_units_2nd_sem_credited","Curricular_units_2nd_sem_enrolled","Curricular_units_2nd_sem_evaluations","Curricular_units_2nd_sem_approved","Curricular_units_2nd_sem_grade","Curricular_units_2nd_sem_without_evaluations","Unemployment_rate","Inflation_rate","GDP","Target"
"Single","2nd phase - general contingent",1,"Advertising and Marketing Management","daytime","Secondary education",120,"Portuguese",38,38,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",115.1,1,0,0,1,0,0,19,0,"0","6","7","6",14.5714285714286,"0","0","6","7","6",12.3333333333333,"0",12.4,0.5,1.79,"Graduate"
"Single","2nd phase - general contingent",2,"Social Service","daytime","Secondary education",125,"Portuguese",19,19,"Intermediate Level Technicians and Professions","Intermediate Level Technicians and Professions",118,1,0,0,1,0,0,18,0,"0","6","9","5",11,"0","0","6","9","4",11.25,"0",8.9,1.4,3.51,"Graduate"
"Single","Over 23 years old",1,"Nursing","daytime","Basic education 3rd cycle (9th/10th/11th year) or equiv.",133.1,"Portuguese",19,37,"Unskilled Workers","Administrative staff",120,0,0,0,1,0,1,25,0,"0","8","8","8",13.3675,"0","0","8","8","8",13.3675,"0",9.4,-0.8,-3.12,"Graduate"
"Single","2nd phase - general contingent",6,"Nursing","daytime","Secondary education",143,"Portuguese",1,38,"Intermediate Level Technicians and Professions","Intermediate Level Technicians and Professions",133.2,1,0,0,1,0,0,18,0,"0","7","7","7",13.9185714285714,"0","0","8","9","8",13.8875,"0",11.1,0.6,2.02,"Graduate"
"Single","2nd phase - general contingent",1,"Equinculture","daytime","Secondary education",147,"Portuguese",4,1,"Specialists in Intellectual and Scientific Activities","Armed Forces Professions",141.8,1,0,0,1,0,0,19,0,"0","6","8","6",13,"0","0","6","9","4",12.8,"0",13.9,-0.3,0.79,"Graduate"
"Married","1st phase - general contingent",1,"Nursing","daytime","Secondary education",142,"Portuguese",19,38,"Administrative staff","Personal Services, Security and Safety Workers and Sellers",130.3,0,0,0,1,0,0,18,0,"0","7","7","6",13.6833333333333,"0","0","7","7","6",13.6833333333333,"0",7.6,2.6,0.32,"Graduate"
"Single","1st phase - general contingent",2,"Journalism and Communication","daytime","Secondary education",124,"Portuguese",3,3,"Intermediate Level Technicians and Professions","Administrative staff",114.6,1,0,0,1,0,0,21,0,"0","6","8","5",12.8,"0","0","6","7","5",11.2,"0",11.1,0.6,2.02,"Graduate"
"Single","1st phase - general contingent",2,"Tourism","daytime","Secondary education",136,"Portuguese",1,1,"Unskilled Workers","Administrative staff",123.4,1,0,0,1,0,1,18,0,"0","6","9","6",13.5714285714286,"0","0","6","6","6",12.1666666666667,"0",8.9,1.4,3.51,"Graduate"
"Single","1st phase - general contingent",1,"Social Service","daytime","Secondary education",116,"Portuguese",38,38,"Unskilled Workers","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",116.4,1,0,0,1,0,0,18,0,"0","6","6","6",13.1666666666667,"0","0","6","6","6",13.1666666666667,"0",8.9,1.4,3.51,"Graduate"
"Married","1st phase - general contingent",1,"Communication Design","daytime","Secondary education",127,"Portuguese",12,19,"Unskilled Workers","Unskilled Workers",123.2,0,0,0,1,0,1,20,0,"0","6","6","6",15,"0","0","6","6","6",14.5,"0",11.1,0.6,2.02,"Graduate"
"Single","1st phase - general contingent",1,"Communication Design","daytime","Secondary education",117,"Portuguese",4,19,"Intermediate Level Technicians and Professions","Personal Services, Security and Safety Workers and Sellers",123.7,1,0,0,1,0,0,19,0,"0","6","6","6",12.6666666666667,"0","0","6","8","5",11.4,"0",12.4,0.5,1.79,"Graduate"
"Single","1st phase - general contingent",2,"Journalism and Communication","daytime","Secondary education",116,"Portuguese",1,19,"Administrative staff","Skilled Workers in Industry, Construction and Craftsmen",127.6,1,0,0,1,0,1,19,0,"0","6","7","6",13.8571428571429,"0","0","6","7","6",13.1428571428571,"0",13.9,-0.3,0.79,"Dropout"
"Single","1st phase - general contingent",4,"Nursing","daytime","Secondary education",129,"Portuguese",37,37,"Unskilled Workers","Unskilled Workers",117.1,1,0,0,1,0,0,30,0,"0","7","7","7",14.6928571428571,"0","0","8","8","8",14.9625,"0",12.4,0.5,1.79,"Graduate"
"Single","1st phase - general contingent",1,"Nursing","daytime","Secondary education",157,"Portuguese",19,38,"Personal Services, Security and Safety Workers and Sellers","Intermediate Level Technicians and Professions",149.3,0,0,0,1,0,0,18,0,"0","8","8","8",14.035,"0","0","8","8","8",14.035,"0",9.4,-0.8,-3.12,"Graduate"
"Single","2nd phase - general contingent",1,"Veterinary Nursing","daytime","Secondary education",135,"Portuguese",1,19,"Administrative staff","Armed Forces Professions",125.6,1,0,0,1,0,0,18,0,"0","5","8","4",11,"1","0","5","8","3",14,"0",12.7,3.7,-1.7,"Graduate"
"Single","1st phase - general contingent",1,"Journalism and Communication","daytime","Secondary education",139,"Portuguese",38,38,"Unskilled Workers","Unskilled Workers",145,1,0,0,1,0,1,18,0,"0","6","6","6",13.3333333333333,"0","0","6","6","6",13.3333333333333,"0",9.4,-0.8,-3.12,"Graduate"
"Single","1st phase - general contingent",1,"Tourism","daytime","Secondary education",123,"Portuguese",38,38,"Administrative staff","Skilled Workers in Industry, Construction and Craftsmen",114.3,0,0,0,1,0,0,19,0,"0","6","0","0",0,"0","0","6","0","0",0,"0",11.1,0.6,2.02,"Dropout"
"Single","1st phase - general contingent",1,"Animation and Multimedia Design","daytime","Secondary education",138,"Portuguese",19,37,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",124,1,0,0,0,0,0,19,0,"0","0","0","0",0,"0","0","0","0","0",0,"0",10.8,1.4,1.74,"Dropout"
"Single","1st phase - general contingent",4,"Tourism","daytime","Secondary education",132,"Portuguese",1,38,"Personal Services, Security and Safety Workers and Sellers","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",122.6,1,0,0,1,0,1,18,0,"0","6","7","6",12.2857142857143,"0","0","6","6","6",12,"0",8.9,1.4,3.51,"Graduate"
"Single","3rd phase - general contingent",1,"Basic Education","daytime","Secondary education",117,"Portuguese",19,38,"Administrative staff","Student",113.5,1,0,0,1,0,0,19,0,"0","7","10","6",12.1666666666667,"0","0","7","9","6",13.1666666666667,"0",12.4,0.5,1.79,"Graduate"
"Single","1st phase - general contingent",4,"Social Service","daytime","Secondary education",125,"Portuguese",19,1,"Administrative staff","Personal Services, Security and Safety Workers and Sellers",122.6,1,1,0,1,0,0,18,0,"0","6","9","5",11.8333333333333,"0","0","6","8","2",11.5,"0",13.9,-0.3,0.79,"Enrolled"
"Single","Holders of other higher courses",1,"Nursing","daytime","Higher education - degree",140,"Portuguese",37,37,"Administrative staff","Administrative staff",140,0,0,0,1,0,0,25,0,"0","8","8","7",14.8057142857143,"0","0","8","8","7",14.8057142857143,"0",10.8,1.4,1.74,"Graduate"
"Single","1st phase - general contingent",1,"Social Service","daytime","Secondary education",134,"Portuguese",1,1,"Administrative staff","Unskilled Workers",124.2,1,0,1,1,0,1,19,0,"0","6","6","6",12.8333333333333,"0","0","6","6","6",12.6666666666667,"0",9.4,-0.8,-3.12,"Graduate"
"Single","3rd phase - general contingent",1,"Nursing","daytime","Secondary education",128,"Portuguese",19,1,"Unskilled Workers","Administrative staff",125.8,0,0,0,1,0,1,20,0,"0","8","8","0",0,"1","0","8","8","0",0,"1",9.4,-0.8,-3.12,"Enrolled"
"Single","1st phase - general contingent",1,"Advertising and Marketing Management","daytime","Secondary education",115,"Portuguese",1,1,"Personal Services, Security and Safety Workers and Sellers","Administrative staff",108,1,0,0,1,0,1,20,0,"0","6","9","5",13,"0","0","6","6","5",13.8,"0",12.4,0.5,1.79,"Graduate"
"Single","1st phase - general contingent",2,"Nursing","daytime","Secondary education",119,"Portuguese",1,1,"Administrative staff","Administrative staff",115.2,1,0,0,1,0,1,20,0,"0","7","8","7",12.725,"0","0","8","8","8",13.7125,"0",13.9,-0.3,0.79,"Graduate"
"Single","2nd phase - general contingent",1,"Veterinary Nursing","daytime","Secondary education",131,"Portuguese",1,3,"Administrative staff","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",129.3,1,0,0,1,0,0,19,0,"0","5","10","4",11.25,"1","0","5","10","3",10.3333333333333,"0",12.7,3.7,-1.7,"Graduate"
"Single","2nd phase - general contingent",1,"Basic Education","daytime","Secondary education",146,"Portuguese",1,1,"Intermediate Level Technicians and Professions","Administrative staff",128.2,0,0,1,1,0,0,18,0,"0","6","8","4",13.25,"0","0","6","10","3",10.6666666666667,"0",12.7,3.7,-1.7,"Enrolled"
"Single","1st phase - general contingent",4,"Advertising and Marketing Management","daytime","Secondary education",133,"Portuguese",1,2,"Administrative staff","Skilled Workers in Industry, Construction and Craftsmen",121.1,1,0,0,1,0,0,18,0,"0","6","7","6",13.6666666666667,"0","0","6","9","5",15.4,"0",13.9,-0.3,0.79,"Graduate"
"Single","2nd phase - general contingent",1,"Veterinary Nursing","daytime","Secondary education",128,"Portuguese",2,19,"Specialists in Intellectual and Scientific Activities","Administrative staff",123.3,1,0,0,1,0,1,20,0,"0","6","6","6",14.8333333333333,"0","0","6","8","6",12.1428571428571,"0",8.9,1.4,3.51,"Graduate"
"Single","2nd phase - general contingent",2,"Advertising and Marketing Management","daytime","Secondary education",129,"Portuguese",19,19,"Personal Services, Security and Safety Workers and Sellers","Administrative staff",129.4,0,0,0,1,0,1,19,0,"0","6","7","5",11.2,"0","0","6","10","5",13.125,"0",10.8,1.4,1.74,"Dropout"
"Single","2nd phase - general contingent",1,"Management","daytime","Secondary education",122,"Portuguese",19,19,"Administrative staff","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",119.9,0,0,0,1,0,1,21,0,"0","5","6","5",11.4,"0","0","5","6","5",12.2,"0",12.7,3.7,-1.7,"Graduate"
"Single","1st phase - general contingent",4,"Nursing","daytime","Secondary education",140,"Portuguese",1,12,"Intermediate Level Technicians and Professions","Armed Forces Professions",131.6,1,0,0,1,0,0,18,0,"0","7","8","7",13.135,"0","0","8","9","8",13.2444444444444,"0",12.4,0.5,1.79,"Graduate"
"Single","Technological specialization diploma holders",1,"Social Service","daytime","Technological specialization course",140,"Portuguese",1,19,"Cleaning workers","Armed Forces Sergeants",143,0,0,0,1,0,0,20,0,"1","6","6","6",13.5,"0","1","6","9","5",12.5,"0",13.9,-0.3,0.79,"Graduate"
"Single","Technological specialization diploma holders",1,"Veterinary Nursing","daytime","Secondary education",140,"Portuguese",1,2,"Intermediate Level Technicians and Professions","Intermediate Level Technicians and Professions",140,0,0,0,1,0,0,20,0,"0","6","7","6",14.2857142857143,"0","0","6","9","3",13,"0",13.9,-0.3,0.79,"Enrolled"
"Single","1st phase - general contingent",1,"Advertising and Marketing Management","daytime","Secondary education",123,"Portuguese",12,1,"Unskilled Workers","Unskilled Workers",119.2,1,0,0,1,0,1,18,0,"0","6","8","5",13.5,"0","0","6","6","6",14.5,"0",12.4,0.5,1.79,"Graduate"
"Single","1st phase - general contingent",1,"Management","daytime","Secondary education",140,"Portuguese",19,19,"Unskilled Workers","Unskilled Workers",124.3,1,0,0,1,0,1,18,0,"0","5","8","4",10.75,"0","0","5","5","5",13,"0",12.4,0.5,1.79,"Graduate"
"Single","2nd phase - general contingent",1,"Social Service","daytime","Secondary education",116,"Portuguese",19,19,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",111.1,1,0,0,1,0,1,18,0,"0","6","9","6",11.3333333333333,"0","0","6","9","6",11.8333333333333,"0",8.9,1.4,3.51,"Graduate"
"Single","1st phase - general contingent",1,"Nursing","daytime","Secondary education",147,"Portuguese",38,19,"Personal Services, Security and Safety Workers and Sellers","Installation and Machine Operators and Assembly Workers",147.3,0,0,0,1,0,0,18,0,"0","7","7","6",13.9666666666667,"0","0","7","7","6",13.9666666666667,"0",7.6,2.6,0.32,"Graduate"
"Single","1st phase - general contingent",1,"Nursing","daytime","Secondary education",162,"Portuguese",19,1,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",147.5,1,0,0,1,0,1,18,0,"0","8","8","8",14.14125,"0","0","8","8","8",14.14125,"0",9.4,-0.8,-3.12,"Graduate"
"Single","2nd phase - general contingent",2,"Tourism","daytime","Secondary education",108,"Portuguese",37,37,"Unskilled Workers","Skilled Workers in Industry, Construction and Craftsmen",108,1,0,0,1,0,1,20,0,"0","6","10","4",11.6,"0","0","6","10","4",11.75,"0",12.7,3.7,-1.7,"Graduate"
"Single","1st phase - general contingent",2,"Nursing","daytime","Secondary education",116,"Portuguese",19,37,"Intermediate Level Technicians and Professions","Intermediate Level Technicians and Professions",109,1,0,0,1,0,1,23,0,"0","7","8","6",12.9933333333333,"0","0","8","9","8",12.66875,"0",11.1,0.6,2.02,"Graduate"
"Single","2nd phase - general contingent",1,"Social Service (evening attendance)","evening","Secondary education",132,"Portuguese",37,19,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",121.2,0,0,0,1,0,0,18,0,"0","6","8","5",12.2,"0","0","6","10","5",12.8,"0",10.8,1.4,1.74,"Graduate"
"Single","Over 23 years old",1,"Social Service (evening attendance)","evening","Secondary education",120,"Moldova (Republic of)",1,1,"Administrative staff","Skilled Workers in Industry, Construction and Craftsmen",119.5,0,0,1,1,0,0,25,1,"1","6","6","6",11.3333333333333,"0","0","6","6","4",11.75,"0",8.9,1.4,3.51,"Enrolled"
"Single","1st phase - general contingent",1,"Management","daytime","Secondary education",136,"Portuguese",37,38,"Unskilled workers in extractive industry, construction, manufacturing and transport","Fixed plant and machine operators",125.9,0,0,0,1,0,0,21,0,"0","5","7","5",12.2,"0","0","5","7","5",11.8,"0",11.1,0.6,2.02,"Graduate"
"Single","1st phase - general contingent",5,"Social Service","daytime","Secondary education",126,"Portuguese",30,19,"Student","Specialists in Intellectual and Scientific Activities",121.5,1,0,0,1,0,0,18,0,"0","6","8","6",11.3333333333333,"0","0","6","6","6",11.6666666666667,"0",7.6,2.6,0.32,"Graduate"
"Single","2nd phase - general contingent",1,"Journalism and Communication","daytime","Secondary education",121,"Portuguese",37,37,"Unskilled Workers","Unskilled Workers",122.4,0,0,0,1,0,0,18,0,"0","6","7","6",12.8571428571429,"0","0","6","6","6",13.3333333333333,"0",13.9,-0.3,0.79,"Graduate"
"Single","1st phase - general contingent",1,"Social Service","daytime","Secondary education",157,"Portuguese",38,37,"Unskilled Workers","Personal Services, Security and Safety Workers and Sellers",137.8,0,0,0,1,0,1,18,0,"0","6","6","6",13.8333333333333,"0","0","6","7","0",0,"0",15.5,2.8,-4.06,"Dropout"
"Single","Change of institution/course",1,"Tourism","daytime","Secondary education",120,"Portuguese",38,38,"Unskilled Workers","Unskilled Workers",118,0,0,0,1,0,0,28,0,"0","6","8","6",12.8571428571429,"0","0","6","8","5",12.6,"0",8.9,1.4,3.51,"Graduate"
"Single","2nd phase - general contingent",5,"Basic Education","daytime","Secondary education",134,"Portuguese",19,38,"Administrative staff","Installation and Machine Operators and Assembly Workers",122.1,1,0,0,1,0,1,18,0,"0","6","8","6",11.6666666666667,"0","0","6","9","4",12,"0",10.8,1.4,1.74,"Dropout"
"Single","1st phase - general contingent",1,"Veterinary Nursing","daytime","Secondary education",133,"Portuguese",1,37,"Administrative staff","Armed Forces Professions",143.2,0,0,0,1,0,0,19,0,"0","5","7","5",14.4,"0","0","5","6","5",13.2,"0",7.6,2.6,0.32,"Graduate"
"Single","1st phase - general contingent",1,"Animation and Multimedia Design","daytime","Secondary education",151,"Portuguese",37,37,"Unskilled Workers","Skilled Workers in Industry, Construction and Craftsmen",147.5,1,0,0,1,0,0,18,0,"0","0","0","0",0,"0","0","0","0","0",0,"0",7.6,2.6,0.32,"Graduate"
"Single","1st phase - general contingent",6,"Journalism and Communication","daytime","Secondary education",133.1,"Portuguese",1,1,"Other Situation","Other Situation",129.6,0,0,0,1,0,0,22,0,"0","6","0","0",0,"0","0","6","0","0",0,"0",7.6,2.6,0.32,"Dropout"
"Single","3rd phase - general contingent",1,"Basic Education","daytime","Secondary education",132,"Portuguese",37,37,"Unskilled Workers","Personal Services, Security and Safety Workers and Sellers",126.1,0,0,0,1,0,1,18,0,"0","7","9","6",12.3333333333333,"0","0","7","7","6",12.6666666666667,"0",11.1,0.6,2.02,"Graduate"
"Single","1st phase - general contingent",1,"Social Service","daytime","Secondary education",105,"Portuguese",19,19,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",106.1,1,0,0,1,0,0,20,0,"0","6","6","6",11.5,"0","0","6","7","6",13.2857142857143,"0",11.1,0.6,2.02,"Graduate"
"Single","Over 23 years old",1,"Tourism","daytime","Secondary education",160,"Portuguese",3,1,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",116.3,1,0,0,1,0,0,24,0,"0","6","8","5",12.6,"0","0","6","7","5",12.2,"0",9.4,-0.8,-3.12,"Graduate"
"Single","1st phase - general contingent",1,"Nursing","daytime","Secondary education",144,"Portuguese",38,1,"Unskilled Workers","Armed Forces Professions",137.4,0,0,0,1,0,0,19,0,"0","7","7","7",13.5428571428571,"0","0","8","9","8",14.2222222222222,"0",16.2,0.3,-0.92,"Graduate"
"Single","1st phase - general contingent",1,"Tourism","daytime","Secondary education",100,"Portuguese",19,19,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",101.8,1,0,0,1,0,0,21,0,"0","6","8","5",11.6,"0","0","6","6","5",13,"0",12.4,0.5,1.79,"Enrolled"
"Single","1st phase - general contingent",2,"Journalism and Communication","daytime","Secondary education",143,"Portuguese",1,1,"Administrative staff","Unskilled Workers",144.1,1,0,0,1,1,1,19,0,"0","6","7","6",13.6666666666667,"0","0","6","6","6",13.8333333333333,"0",12.7,3.7,-1.7,"Graduate"
"Single","Transfer",1,"Agronomy","daytime","Secondary education",160,"Portuguese",19,1,"Unskilled Workers","Personal Services, Security and Safety Workers and Sellers",107.8,1,0,0,0,1,0,27,0,"0","6","10","0",0,"0","0","6","8","0",0,"0",15.5,2.8,-4.06,"Dropout"
"Single","Over 23 years old",1,"Basic Education","daytime","Secondary education",140,"Portuguese",19,1,"Unskilled Workers","Administrative staff",128.2,0,0,0,0,0,0,30,0,"0","6","0","0",0,"0","0","6","0","0",0,"0",12.7,3.7,-1.7,"Dropout"
"Single","2nd phase - general contingent",4,"Animation and Multimedia Design","daytime","Secondary education",133.1,"Portuguese",38,38,"Unskilled Workers","Unskilled Workers",117,1,0,0,1,1,0,21,0,"0","0","0","0",0,"0","0","0","0","0",0,"0",10.8,1.4,1.74,"Dropout"
"Single","1st phase - general contingent",1,"Communication Design","daytime","Secondary education",116,"Portuguese",1,12,"Personal Services, Security and Safety Workers and Sellers","Installation and Machine Operators and Assembly Workers",110.4,1,0,0,1,1,0,19,0,"0","6","6","6",11.5,"0","0","6","8","6",12.2857142857143,"0",8.9,1.4,3.51,"Graduate"
"Single","Change of course",1,"Nursing","daytime","Secondary education",141,"Portuguese",4,19,"Administrative staff","Armed Forces Professions",100,0,0,0,1,1,0,18,0,"0","7","7","7",11.8285714285714,"0","0","8","10","7",12.9125,"0",13.9,-0.3,0.79,"Graduate"
"Single","1st phase - general contingent",1,"Animation and Multimedia Design","daytime","Secondary education",110,"Portuguese",3,2,"Intermediate Level Technicians and Professions","Intermediate Level Technicians and Professions",117,1,0,0,1,1,0,21,0,"0","0","0","0",0,"0","0","0","0","0",0,"0",9.4,-0.8,-3.12,"Graduate"
"Single","1st phase - general contingent",2,"Animation and Multimedia Design","daytime","Secondary education",127,"Portuguese",3,39,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Intermediate Level Technicians and Professions",133.5,1,0,0,1,1,0,17,0,"0","0","0","0",0,"0","0","0","0","0",0,"0",15.5,2.8,-4.06,"Enrolled"
"Single","1st phase - general contingent",1,"Nursing","daytime","Secondary education",132,"Portuguese",19,37,"Administrative staff","Unskilled Workers",128,1,0,0,1,0,1,19,0,"0","7","7","6",12.9666666666667,"0","0","7","7","6",12.9666666666667,"0",7.6,2.6,0.32,"Graduate"
"Single","1st phase - general contingent",1,"Journalism and Communication","daytime","Secondary education",135,"Portuguese",37,38,"Unskilled Workers","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",122.1,1,0,0,1,1,0,18,0,"0","6","6","6",13.8333333333333,"0","0","6","6","6",13.6666666666667,"0",12.7,3.7,-1.7,"Graduate"
"Single","2nd phase - general contingent",2,"Nursing","daytime","Secondary education",135,"Portuguese",19,19,"Unskilled Workers","Armed Forces Professions",133.4,1,0,0,1,0,0,19,0,"0","7","7","7",14.1257142857143,"0","0","8","8","8",14.36875,"0",11.1,0.6,2.02,"Graduate"
"Single","2nd phase - general contingent",1,"Management","daytime","Secondary education",137,"Portuguese",1,37,"Personal Services, Security and Safety Workers and Sellers","Unskilled Workers",131.4,1,0,0,1,1,0,22,0,"0","5","8","2",10,"0","0","5","7","1",10,"0",7.6,2.6,0.32,"Dropout"
"Single","Ordinance No. 854-B/99",1,"Advertising and Marketing Management","daytime","Secondary education",148.9,"Cape Verdean",37,37,"Unskilled Workers","Unskilled Workers",148.9,0,0,0,1,0,0,20,1,"0","5","6","5",11.6,"0","0","5","6","4",11.5,"0",9.4,-0.8,-3.12,"Graduate"
"Single","1st phase - general contingent",4,"Social Service","daytime","Secondary education",134,"Portuguese",38,19,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",128.4,1,0,0,1,0,1,18,0,"0","6","6","6",12.5,"0","0","6","6","6",11.6666666666667,"0",10.8,1.4,1.74,"Graduate"
"Single","1st phase - general contingent",5,"Basic Education","daytime","Secondary education",128,"Portuguese",38,37,"Unskilled Workers","Unskilled Workers",120.3,1,0,1,0,0,0,20,0,"0","6","9","3",11.6666666666667,"0","0","6","10","2",11,"0",10.8,1.4,1.74,"Dropout"
"Single","1st phase - general contingent",1,"Tourism","daytime","Secondary education",131,"German",37,1,"Unskilled Workers","Intermediate Level Technicians and Professions",126.1,1,0,0,1,1,0,18,1,"0","6","6","6",13.6666666666667,"0","0","6","6","6",13.5,"0",7.6,2.6,0.32,"Graduate"
"Single","1st phase - general contingent",3,"Tourism","daytime","Secondary education",118,"Portuguese",1,19,"Unskilled Workers","Unskilled Workers",111.7,1,0,0,1,0,0,19,0,"0","6","6","6",12.5,"0","0","6","6","6",12.1666666666667,"0",12.4,0.5,1.79,"Graduate"
"Single","1st phase - general contingent",2,"Nursing","daytime","Secondary education",133,"Portuguese",19,1,"Unskilled Workers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",122.2,0,0,0,1,0,0,20,0,"0","7","9","6",12.7833333333333,"0","0","8","9","7",12.8428571428571,"0",13.9,-0.3,0.79,"Graduate"
"Single","1st phase - general contingent",2,"Nursing","daytime","Secondary education",126,"Portuguese",37,1,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",118.7,1,0,0,1,0,0,19,0,"0","7","0","0",0,"0","0","8","0","0",0,"0",13.9,-0.3,0.79,"Dropout"
"Single","2nd phase - general contingent",4,"Nursing","daytime","Secondary education",138,"Portuguese",3,1,"Specialists in Intellectual and Scientific Activities","Personal Services, Security and Safety Workers and Sellers",134.5,1,0,0,1,0,0,18,0,"0","7","7","7",13.4571428571429,"0","0","8","8","8",15.125,"0",13.9,-0.3,0.79,"Graduate"
"Single","1st phase - general contingent",4,"Nursing","daytime","Secondary education",140,"Portuguese",1,19,"Unskilled Workers","Skilled Workers in Industry, Construction and Craftsmen",127,1,0,0,1,0,0,19,0,"0","8","8","7",13.4428571428571,"0","0","8","8","7",13.4428571428571,"0",12.7,3.7,-1.7,"Graduate"
"Single","2nd phase - general contingent",1,"Social Service","daytime","Secondary education",133,"Portuguese",38,38,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",125.3,1,0,0,1,0,1,18,0,"0","6","6","6",11.3333333333333,"0","0","6","7","6",12.2857142857143,"0",15.5,2.8,-4.06,"Graduate"
"Single","1st phase - general contingent",2,"Journalism and Communication","daytime","Secondary education",127,"Portuguese",1,19,"Administrative staff","Personal Services, Security and Safety Workers and Sellers",120.4,1,0,0,1,0,0,18,0,"0","5","7","2",10,"0","0","1","1","0",0,"0",12.7,3.7,-1.7,"Dropout"
"Single","1st phase - general contingent",6,"Nursing","daytime","Secondary education",138,"Portuguese",1,38,"Intermediate Level Technicians and Professions","Unskilled Workers",123,1,0,0,1,0,0,19,0,"0","7","10","5",13.44,"0","0","7","8","6",13.0666666666667,"0",12.4,0.5,1.79,"Enrolled"
"Single","1st phase - general contingent",2,"Oral Hygiene","daytime","Secondary education",142,"Portuguese",1,19,"Administrative staff","Personal Services, Security and Safety Workers and Sellers",130.5,1,0,0,1,0,1,18,0,"0","7","8","7",12.2142857142857,"0","0","8","8","8",14.0625,"0",16.2,0.3,-0.92,"Graduate"
"Single","1st phase - general contingent",1,"Communication Design","daytime","Secondary education",130,"Brazilian",37,19,"Unskilled Workers","Installation and Machine Operators and Assembly Workers",125.5,1,0,0,1,0,1,19,1,"0","6","6","6",14.1666666666667,"0","0","6","6","6",13.5,"0",11.1,0.6,2.02,"Graduate"
"Single","1st phase - general contingent",1,"Management","daytime","Secondary education",127,"Portuguese",1,19,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",130.5,1,0,0,1,0,1,21,0,"0","5","6","5",12.8,"1","0","5","7","4",11.25,"0",9.4,-0.8,-3.12,"Graduate"
"Single","2nd phase - general contingent",6,"Nursing","daytime","Secondary education",126,"Portuguese",19,37,"Intermediate Level Technicians and Professions","Unskilled Workers",119.4,1,0,0,1,0,1,19,0,"0","7","7","7",13.3714285714286,"0","0","8","9","8",13.6666666666667,"0",16.2,0.3,-0.92,"Graduate"
"Single","2nd phase - general contingent",5,"Oral Hygiene","daytime","Secondary education",139,"Portuguese",19,19,"Unskilled Workers","Installation and Machine Operators and Assembly Workers",121.3,1,0,0,1,0,1,19,0,"0","7","8","7",13.3857142857143,"0","0","8","8","8",13.3875,"0",10.8,1.4,1.74,"Graduate"
"Single","1st phase - general contingent",3,"Nursing","daytime","Secondary education",141,"Portuguese",1,1,"Unskilled Workers","Unskilled Workers",126.3,1,0,0,1,0,0,18,0,"0","8","8","7",13.3285714285714,"0","0","8","8","7",13.3285714285714,"0",12.7,3.7,-1.7,"Graduate"
"Single","2nd phase - general contingent",4,"Management","daytime","Secondary education",120,"Portuguese",38,19,"Unskilled Workers","Unskilled Workers",111.3,1,0,0,1,0,0,21,0,"0","5","5","5",12.6,"0","0","5","5","5",13.2,"0",8.9,1.4,3.51,"Graduate"
"Single","1st phase - general contingent",2,"Basic Education","daytime","Secondary education",134,"Portuguese",1,38,"Unskilled Workers","Installation and Machine Operators and Assembly Workers",122.5,1,0,0,1,0,1,19,0,"0","6","7","6",14,"0","0","6","6","6",15,"0",15.5,2.8,-4.06,"Graduate"
